web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557300516-2803","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MayoClinic","Mayo Clinic","More than just a bout of the blues, #depression isn't a weakness and you can't simply ""snap out"" of it. Depression may require long-term treatment. http://mayocl.in/2jbRbnl pic.twitter.com/dEzMmUmoay","2","95","111","1512498482000","10:28 AM - 5 Dec 2017","/MayoClinic/status/938112746767384581"
"1557300516-3101","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@TaviAndPort","Tavistock & Portman",".@BritPsyCouncil item on #TADS will run at 8:30 on @BBCRadio4. Dr David Taylor to discuss findings of  RCT into treatment of #depression","1","5","5","1443766068000","11:07 PM - 1 Oct 2015","/TaviAndPort/status/649828107822735360"
"1557300516-2638","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HIGH_TIMES_Mag","High Times","Getting In the Mood: How Pot Could Change Depression And Anxiety Treatment. https://hightimes.com/study/getting-mood-how-cannabis-could-change-depression-anxiety-treatment/ … #depression #anxietypic.twitter.com/QGYHBgwfQG","6","55","146","1552237232000","10:00 AM - 10 Mar 2019","/HIGH_TIMES_Mag/status/1104789144146976769"
"1557300516-2605","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CNScenterAZ","CNS Center of AZ","Studies show that a high percentage of people with an eating disorder will experience #depression. Take a closer look at the symptoms and treatment of these co-existing disorders.
https://www.psycom.net/anorexia-and-depression/?fbclid=IwAR32pV1ffQcYfZgCjs6pBKAFiWthL6efZnr5fq_kGBiGI13mMczO7iF3AZA …","","","","1557163849000","10:30 AM - 6 May 2019","/CNScenterAZ/status/1125452871141511168"
"1557300516-2984","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@cherokee_autumn","Shay  🇺🇸  ⚛","Feeling depressed? Talk to someone about it and keep talking. Seek treatment. Call a hotline. #bipolar #depression pic.twitter.com/54N7dK56Ct","","12","14","1470921324000","6:15 AM - 11 Aug 2016","/cherokee_autumn/status/763725504599830528"
"1557300516-3008","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@GetHardyNow","HardyNutritionals","@DepressionCBT There is a non-drug treatment for #depression that works:  http://bit.ly/1twkunx  #gethardypic.twitter.com/U1ZNMYh3IX","","10","10","1466006309000","8:58 AM - 15 Jun 2016","/GetHardyNow/status/743110438695653376"
"1557300516-3308","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HopkinsMedicine","JohnsHopkinsMedicine","If you or someone you love struggles with #depression, the right treatment technique can turn things around http://ow.ly/xmEHZ","1","15","10","1403107516000","9:05 AM - 18 Jun 2014","/HopkinsMedicine/status/479293779657392128"
"1557300516-2794","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHO","World Health Organization (WHO)","Even in high-income countries, nearly 50% of people with #depression do not get treatment #LetsTalkpic.twitter.com/KGSCl4ki0c","4","212","245","1514223374000","9:36 AM - 25 Dec 2017","/WHO/status/945347465586364416"
"1557300516-2722","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JNJNews","Johnson & Johnson","People suffering from treatment-resistant #depression can feel like there’s no relief in sight. #JNJ explores the findings giving us hope: http://goo.gl/8Bs2qP pic.twitter.com/kDLbQJOmDk","1","20","38","1531072806000","11:00 AM - 8 Jul 2018","/JNJNews/status/1016019109136556035"
"1557300516-2661","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@KulikovUNIATF","Dr Alexey Kulikov","Women going through #menopause may have fewer symptoms of #depression when they get treatment for #insomnia. https://ewn.co.za/2019/01/19/insomnia-treatment-may-help-ease-depression-during-menopause …pic.twitter.com/Q60dnXMgyG","","14","33","1547998422000","7:33 AM - 20 Jan 2019","/KulikovUNIATF/status/1087010285297246208"
"1557300516-2707","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Thogar","Tom Gardiner","I wish somebody would find a true, permanent cure for #depression. Even an effective treatment would be nice, but 45 years of therapy & trying every pill made has resulted in nothing but lost time, money, & hope.

Ironically, therapy turned out to be extremely depressing.","24","10","94","1535071578000","5:46 PM - 23 Aug 2018","/Thogar/status/1032791170861154304"
"1557300516-2815","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BACP","BACP","How should we evaluate research on #counselling and the treatment of #depression? Find out more: http://ow.ly/gISt30fVKNL  #mentalhealthpic.twitter.com/P6K0GiuRme","","11","10","1508245304000","6:01 AM - 17 Oct 2017","/BACP/status/920273626003312640"
"1557300516-3424","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@FYIdepression","FYI Depression","Understanding and Treating Anxiety and Depression http://bit.ly/bUhl7h #treatment #health #suicide","","1","2","1290463920000","2:12 PM - 22 Nov 2010","/FYIdepression/status/6832293859561472"
"1557300516-3061","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AmericanLegion","The American Legion","Treatment for #PTSD, #depression shouldn't be sole factor in denying #veteran right to purchase firearm.http://bit.ly/1kMBh04","1","19","19","1452182439000","8:00 AM - 7 Jan 2016","/AmericanLegion/status/685128924033101824"
"1557300516-3108","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","Treatment of #vitaminD deficiency in ppl with #depression may be an easy n cost-effective therapy researchers say: http://bit.ly/1sxH6w4","","13","8","1442711096000","6:04 PM - 19 Sep 2015","/OrganicLiveFood/status/645403234069295104"
"1557300516-2734","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Mycodidact","茸Mycodidact 🍄","Interested in supporting an organic approach to finding a cure for Alzheimer's or funding ""post-treatment neurogenesis therapy"" research, please consider dropping a donation @ -- http://paypal.me/mycodidact  --

#MentalHealth #PTSD #Addiction #Depression #EndAlzheimerspic.twitter.com/eJ191cTimb","2","16","135","1527864307000","7:45 AM - 1 Jun 2018","/Mycodidact/status/1002561685213843457"
"1557300516-3359","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JohnsHopkinsSPH","JHU Public Health","New #JHU study says over-diagnosis, over-treatment of #depression is common: http://bit.ly/15XaHbp","3","11","4","1367345127000","11:05 AM - 30 Apr 2013","/JohnsHopkinsSPH/status/329295447359369216"
"1557300516-2662","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NeuroDanielle","Danielle DeSouza","Subgenual functional connectivity predicts antidepressant treatment response to transcranial magnetic stimulation. New work from @cashmachine15 and group #depression #mri  https://www.biologicalpsychiatryjournal.com/article/S0006-3223(18)32059-6/fulltext …","1","9","23","1547949385000","5:56 PM - 19 Jan 2019","/NeuroDanielle/status/1086804607861280768"
"1557300516-2897","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHO","World Health Organization (WHO)","Investing in treatment for #depression & anxiety makes sense. This is good for people, and good for economies. #LetsTalkpic.twitter.com/UBfG8HDUOA","4","187","189","1490939480000","10:51 PM - 30 Mar 2017","/WHO/status/847687735607414784"
"1557300516-2634","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@workttech","WT Remedies","*Studies Link Soda To Depression, Kidney Damage, Heart Attacks And Brain Damage* >> http://bit.ly/2Fe7wlt 

#kidneys #health #soda #medicine #remedies #healthcare #treatment #healthy #heartattack #homeremediespic.twitter.com/pGikbNrHMt","","13","13","1552929508000","10:18 AM - 18 Mar 2019","/workttech/status/1107692761564610564"
"1557300516-2726","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Lundbeck","Lundbeck","Revisiting the data in the treatment of #depression: effect of antidepressants and placebo effect. #CINP2018 #progressinmind","","7","99","1529494863000","4:41 AM - 20 Jun 2018","/Lundbeck/status/1009400735421825025"
"1557300516-3162","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@vickyjust","Vicky Just","Potential new treatment for #depression identified by @UniofBath scientists http://www.bath.ac.uk/research/news/2015/06/15/drug-combination-depression/ …","","4","2","1434363508000","3:18 AM - 15 Jun 2015","/vickyjust/status/610390913110646784"
"1557300516-2903","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@SecShulkin","Dr. David J. Shulkin","Hear these #Veterans talk about treatment options for #depression that helped them to get back on track. http://bit.ly/2nIrlHg","14","69","102","1489710000000","5:20 PM - 16 Mar 2017","/SecShulkin/status/842530923778359298"
"1557300516-2702","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NeuroscienceNew","Neuroscience News","Cannabidiol Shows Sustained Effects Against Depression for Seven Days: Rat Study
https://neurosciencenews.com/cbd-depression-9775/ …
The conclusion was that the effects of treatment with cannabidiol were fast-acting and sustained. #depression #cbd #Cannabidiol #psychology #neuroscience #science #cannabis","","17","36","1535726696000","7:44 AM - 31 Aug 2018","/NeuroscienceNew/status/1035538934602838016"
"1557300516-3322","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@medical_xpress","Medical Xpress","New magnetic treatment offers hope for #depression http://medx.cc/312177675","","7","2","1392975602000","1:40 AM - 21 Feb 2014","/medical_xpress/status/436797453502009344"
"1557300516-3049","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","Treatment of #vitaminD deficiency in ppl with #depression may be an easy n cost-effective therapy researchers say: http://bit.ly/1sxH6w4","","12","8","1455934314000","6:11 PM - 19 Feb 2016","/OrganicLiveFood/status/700865428449468417"
"1557300516-2807","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@cochranecollab","Cochrane","RT @CochraneLibrary: Current #CochraneEvidence indicates that #musictherapy added to treatment as usual may provide short-term beneficial effects for people with #depression: http://ow.ly/hCm230gIje3  More detail available in the @CochraneUK vlogshot:http://ow.ly/gd9H30gIje4","2","37","48","1511314846000","5:40 PM - 21 Nov 2017","/cochranecollab/status/933148216295612416"
"1557300516-3180","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ColumbiaPsych","Columbia Psychiatry","RT @MyMedicareNCOA: 7 million older adults suffer from #depression--many of whom don't receive treatment #MHMonth2015 http://columbiapsychiatry.org/researchclinics/adult-and-late-life-depression-research-clinic/studies-for-depression …","","2","3","1431347723000","5:35 AM - 11 May 2015","/ColumbiaPsych/status/597741793464197120"
"1557300516-2876","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CleClinicMD","Cleveland Clinic MD","Ketamine could improve treatment-resistant #depression symptoms within 24 hours http://cle.clinic/2gDdz64 pic.twitter.com/MILCmpOka1","1","50","71","1493957790000","9:16 PM - 4 May 2017","/CleClinicMD/status/860347447817719809"
"1557300516-2756","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ADevotedYogi","A Devoted Yogi","Yoga as a Complementary Treatment of #Depression: Effects of Traits and Moods on Treatment Outcome
 In conclusion, #Yoga appears to be a promising intervention for depression. It is cost-effective and easy to implement... 
 https://goo.gl/cidn6p","","8","19","1522254447000","9:27 AM - 28 Mar 2018","/ADevotedYogi/status/979032229237190656"
"1557300516-2891","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Refugees","UNHCR, the UN Refugee Agency","#Depression is a major health issue facing refugees, but treatment + self-empowerment offer hope. #LetsTalk
Story: http://trib.al/ryIRGzA pic.twitter.com/ANj13sR6yj","1","34","46","1491561762000","3:42 AM - 7 Apr 2017","/Refugees/status/850297776210620416"
"1557300516-2852","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@doodlebugmom","Mary K. Klontz-Deane","#PsychiatricServiceDogs #OwnerTraining #PTSD #Agoraphobia #Anxiety #PanicDisorders #Depression, ETC! Integral part of treatment if U ask me. pic.twitter.com/seW0Wg5BXn","2","10","13","1501450693000","2:38 PM - 30 Jul 2017","/doodlebugmom/status/891774960745693184"
